Series_reference,period,Data_value,STATUS,Units,lon,lat,Magnitude,Subject,Series_title_1,Series_title_2,class_prob,Series_title_4,Series_title_5,subset,start_date,end_date,EO_DATA,EO_STATUS
SNEA.S1NB0210MS100C0,1999.03,21834,FINAL,Dollars,37.09,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-04,2022-04-04,"[0.06640310634803004, 0.9229717104402939, 0.21590412370448386, 0.8654066332662045, 0.8782128780898785, 0.05382722532390216, 0.5401849456620079, 0.07360419871337642, 0.6722196785257841, 0.2992815993747777]",complete
SNEA.S1NB0210MS100C0,2000.03,24640,FINAL,Dollars,37.07,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-05,2022-04-05,"[0.5602992337027662, 0.6006630588867827, 0.0436875119868938, 0.6490278509921357, 0.938040899027124, 0.054669806675608834, 0.04288845397774421, 0.7150955398344825, 0.33579853106695834, 0.45502214760654436]",complete
SNEA.S1NB0210MS100C0,2001.03,26705,FINAL,Dollars,37.07,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-06,2022-04-06,"[0.4800595897916783, 0.55726261423406, 0.9536088692412643, 0.1012131374679327, 0.44573473394445406, 0.3770763111286948, 0.9843175849191165, 0.1500727471309662, 0.8387484773901766, 0.8231653892877143]",complete
SNEA.S1NB0210MS100C0,2002.03,28830,FINAL,Dollars,37.06,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-07,2022-04-07,"[0.08045085035114052, 0.08689250944480131, 0.6471204492732626, 0.32913627242449894, 0.2672716800139796, 0.6529561368317573, 0.2924508431231716, 0.628132767071922, 0.00457059026983353, 0.2591520277971088]",complete
SNEA.S1NB0210MS100C0,2003.03,31773,FINAL,Dollars,37.05,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-08,2022-04-08,"[0.5202521578838072, 0.10860194466137663, 0.9622612359783492, 0.7939943827124033, 0.7060993553169341, 0.24145299061869296, 0.2638288074414952, 0.9942941304191164, 0.23527202844158202, 0.24464745851489356]",complete
SNEA.S1NB0210MS100C0,2004.03,33041,FINAL,Dollars,37.05,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-09,2022-04-09,"[0.27737880950505633, 0.6035737503892744, 0.5156210323419268, 0.5014364979166849, 0.7534394167957688, 0.8770448298148507, 0.11655970543722605, 0.21404652716289363, 0.09779087795523678, 0.17775313866552322]",complete
SNEA.S1NB0210MS100C0,2005.03,35311,FINAL,Dollars,37.06,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-10,2022-04-10,"[0.5392406184255643, 0.7522175340165216, 0.6265145054239517, 0.1559534323108862, 0.033182863145150954, 0.18066901466251717, 0.14707261232730118, 0.9908236949997402, 0.7254244152703546, 0.0026337172613561943]",complete
SNEA.S1NB0210MS100C0,2006.03,37044,FINAL,Dollars,37.07,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-11,2022-04-11,"[0.2745476471390046, 0.5704126092246784, 0.6651802994034283, 0.07441216935777906, 0.37406330377623154, 0.4469385222237058, 0.5301748093352859, 0.6662133089344265, 0.01252785881921048, 0.8632815544064518]",complete
SNEA.S1NB0210MS100C0,2007.03,38116,FINAL,Dollars,37.1,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-12,2022-04-12,"[0.4987074007581589, 0.4912175063200226, 0.920070518691439, 0.434019754188982, 0.5473068145390364, 0.7873585412733831, 0.683960810863456, 0.4413242236934093, 0.7913428926588263, 0.20515942924602848]",complete
SNEA.S1NB0210MS100C0,2008.03,41669,FINAL,Dollars,37.11,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-13,2022-04-13,"[0.514341832497731, 0.9950655257994092, 0.0035961366097249092, 0.44979261302879414, 0.7196180410924922, 0.1608479379521368, 0.9506812083223833, 0.022972945335703376, 0.12489947318719574, 0.58755240982258]",complete
SNEA.S1NB0210MS100C0,2009.03,41444,REVISED,Dollars,37.11,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-14,2022-04-14,"[0.31437467982143197, 0.6859738984276397, 0.4173241472420499, 0.8530138551641034, 0.29158947541242874, 0.9667713439407962, 0.48961812956165807, 0.2823514350880679, 0.6266504677156913, 0.032281495312056374]",complete
SNEA.S1NB0210MS100C0,2010.03,41453,REVISED,Dollars,37.11,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-15,2022-04-15,"[0.19744208087772386, 0.5453654616333811, 0.8010562094957879, 0.28050556959307515, 0.6915852619868003, 0.6112876302356572, 0.7061262547829317, 0.8165700313763848, 0.5241924609471842, 0.21849913931146647]",complete
SNEA.S1NB0210MS100C0,2011.03,43076,REVISED,Dollars,37.13,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-16,2022-04-16,"[0.7768180128773687, 0.49515972309668077, 0.3321096738996415, 0.6198766649770913, 0.6008349145864792, 0.5269327914822413, 0.033651830687734474, 0.153097153065045, 0.5256976612887498, 0.07564866099464629]",complete
SNEA.S1NB0210MS100C0,2012.03,42595,REVISED,Dollars,37.14,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-17,2022-04-17,"[0.6606580423983761, 0.3852277317500129, 0.8743830307654935, 0.9087730535692807, 0.4385158658026532, 0.1339589753053112, 0.8402486413877487, 0.939383534421487, 0.8026591698344921, 0.4919690971955287]",complete
SNEA.S1NB0210MS100C0,2013.03,45497,REVISED,Dollars,37.09,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-18,2022-04-18,"[0.8933350810422852, 0.9752119004533295, 0.5970888371130637, 0.26072020839764687, 0.05068407560532706, 0.9719354193711292, 0.7910633418977909, 0.5557617303406507, 0.1720517902986476, 0.5340739342906534]",complete
SNEA.S1NB0210MS100C0,2014.03,48478,REVISED,Dollars,37.07,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-19,2022-04-19,"[0.06821018340200513, 0.3760235485243866, 0.9278281737387771, 0.3262600045759936, 0.5221484718964465, 0.4937954447887791, 0.19573913992954217, 0.6087698873681843, 0.3587212935916325, 0.28338787085522343]",complete
SNEA.S1NB0210MS100C0,2015.03,52806,REVISED,Dollars,37.07,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-20,2022-04-20,"[0.48859549577228134, 0.30314520971344294, 0.8093997470321035, 0.03874070407027308, 0.8876338375233007, 0.39952312136920765, 0.23448625804067547, 0.4326042329162325, 0.19811247638660745, 0.14993697179795107]",complete
SNEA.S1NB0210MS100C0,2016.03,54824,REVISED,Dollars,37.03,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-21,2022-04-21,"[0.9322755110960107, 0.07998765228015348, 0.16335167160023611, 0.5950593799989038, 0.7218849935408449, 0.5554477583995576, 0.276649591105246, 0.22231796955535366, 0.1768354250899543, 0.9647316245910912]",complete
SNEA.S1NB0210MS100C0,2017.03,55393,REVISED,Dollars,37.03,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-22,2022-04-22,"[0.1568026203478612, 0.14972432582929307, 0.17537800750625332, 0.5727875811548181, 0.5385062445555593, 0.06353763495058906, 0.8283824356113005, 0.5413291476868412, 0.7041445807279778, 0.30877173859460405]",complete
SNEA.S1NB0210MS100C0,2018.03,60912,REVISED,Dollars,37.03,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-23,2022-04-23,"[0.5086052669679296, 0.618605964650163, 0.11876940370385969, 0.10507241670835854, 0.8311441290875499, 0.05426324518459125, 0.5043026626272255, 0.2839396168767362, 0.20655502443658325, 0.9612285687398497]",complete
SNEA.S1NB0210MS100C0,2019.03,62283,REVISED,Dollars,37.03,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-24,2022-04-24,"[0.16082059129175563, 0.8764866111617612, 0.4541941506883117, 0.5868256873128521, 0.0516668742214027, 0.5373363151743596, 0.6807115765366095, 0.44227077053421093, 0.7907634054472061, 0.017683253515493602]",complete
SNEA.S1NB0210MS100C0,2020.03,66714,REVISED,Dollars,37.02,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-25,2022-04-25,"[0.411614876727192, 0.8644066545184493, 0.4894214434830869, 0.43853868315916067, 0.7590449977221589, 0.7932819974769679, 0.49724263142030667, 0.6433555036504126, 0.2184867933637985, 0.6396511843294636]",complete
SNEA.S1NB0210MS100C0,2021.03,71752,REVISED,Dollars,37.03,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-26,2022-04-26,"[0.9200994055396945, 0.5027368481843243, 0.21596165515676757, 0.6331101021462805, 0.6412185198625876, 0.586978406963037, 0.6253096139094019, 0.6787925950055121, 0.5645154595648406, 0.8435871326898565]",complete
SNEA.S1NB0210MS100C0,2022.03,73987,REVISED,Dollars,37.02,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-27,2022-04-27,"[0.43052656307138093, 0.14398715898061976, 0.14327366965813304, 0.5713643314725083, 0.7390899848998214, 0.019751587133397197, 0.05747816560616381, 0.6495539746291586, 0.24265276469017583, 0.6791876871847025]",complete
SNEA.S1NB0210MS100C0,2023.03,80632,FINAL,Dollars,37.03,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-financial business enterprises,All control,training,2021-04-28,2022-04-28,"[0.44365687070643955, 0.8964239974606922, 0.7251612869392096, 0.4449452905908725, 0.8317903508140597, 0.1066453056198402, 0.41145294185533665, 0.21461292070734406, 0.443979988879876, 0.399727535922936]",complete
SNEA.S1NB0210MS111C9,1999.03,18958,FINAL,Dollars,37.03,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-04-29,2022-04-29,"[0.34981889805053834, 0.2081121431953944, 0.7557396397894753, 0.9732936146013338, 0.9874868966379374, 0.4460860624687317, 0.01666328597783917, 0.12166527707573804, 0.32652439849287984, 0.5592231293278136]",complete
SNEA.S1NB0210MS111C9,2000.03,21994,FINAL,Dollars,37.03,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-04-30,2022-04-30,"[0.1913178397219032, 0.5670916690005882, 0.6476935160169175, 0.4250926334158903, 0.6617686340283818, 0.18242147388969698, 0.32142870003258894, 0.08766493746260828, 0.5041138809455176, 0.5007762876519218]",complete
SNEA.S1NB0210MS111C9,2001.03,24232,FINAL,Dollars,37.03,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-01,2022-05-01,"[0.35851048853501655, 0.5203607130201148, 0.7074512225845158, 0.7311526683843059, 0.8866376802477834, 0.9138438175776825, 0.8950608702401459, 0.7200032758416653, 0.10081770403703028, 0.5720948362817754]",complete
SNEA.S1NB0210MS111C9,2002.03,26187,FINAL,Dollars,37.03,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-02,2022-05-02,"[0.501094303387829, 0.6501020010659934, 0.43307685269086216, 0.22216545126730414, 0.8230682682904275, 0.7829875802690284, 0.2887686657415488, 0.6646710830102581, 0.5248194059053422, 0.20054617268892871]",complete
SNEA.S1NB0210MS111C9,2003.03,28598,FINAL,Dollars,37.04,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-03,2022-05-03,"[0.7745033303295471, 0.16630247711615076, 0.597716713316882, 0.17927266838528344, 0.04716544530377231, 0.2181192362139983, 0.7317977945723196, 0.25560587790640277, 0.6024616294520903, 0.5275460342856068]",complete
SNEA.S1NB0210MS111C9,2004.03,29370,FINAL,Dollars,37.04,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-04,2022-05-04,"[0.8589762259280928, 0.7789340220754525, 0.6531366401275442, 0.8440930164090025, 0.3412174117248865, 0.08959745427306309, 0.6251994108765698, 0.6811374316808593, 0.9746157752908905, 0.3801699239929519]",complete
SNEA.S1NB0210MS111C9,2005.03,31823,FINAL,Dollars,37.04,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-05,2022-05-05,"[0.07208331713822236, 0.28083404404258216, 0.3867901573102057, 0.16998430327470282, 0.5981306413426325, 0.8278380802109765, 0.45143547679849816, 0.8784660843154639, 0.6916229389767894, 0.8676040264574562]",complete
SNEA.S1NB0210MS111C9,2006.03,32797,FINAL,Dollars,37.05,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-06,2022-05-06,"[0.8905559835415944, 0.0927033717702358, 0.0727126068676468, 0.9662321371240732, 0.2688186649981906, 0.03987601256767792, 0.8471341597345774, 0.3922037663652831, 0.8958851850476836, 0.4368154628933172]",complete
SNEA.S1NB0210MS111C9,2007.03,33983,FINAL,Dollars,37.05,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-07,2022-05-07,"[0.9037770733047771, 0.7900554637135152, 0.7334754434500216, 0.5215393841968534, 0.5853121671224376, 0.28638784531778594, 0.32943135888282005, 0.5055602024384771, 0.019663429153663703, 0.7062286731736698]",complete
SNEA.S1NB0210MS111C9,2008.03,36983,FINAL,Dollars,37.05,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-08,2022-05-08,"[0.42235344049337553, 0.9230880231855002, 0.8353254339429338, 0.1974520601704629, 0.02849040445231521, 0.17041724719524742, 0.43256773076203203, 0.6668725403531875, 0.5927318912557001, 0.10464123801560798]",complete
SNEA.S1NB0210MS111C9,2009.03,36938,REVISED,Dollars,37.05,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-09,2022-05-09,"[0.6259179699721255, 0.2842431753153256, 0.32268729951665565, 0.4100918108240065, 0.876407931686775, 0.2737058711397109, 0.10649992813746112, 0.19353391706626322, 0.07260460078211539, 0.8752349656745481]",complete
SNEA.S1NB0210MS111C9,2010.03,36700,REVISED,Dollars,37.05,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-10,2022-05-10,"[0.6127297880036062, 0.4129733538429746, 0.022536080414073845, 0.9606287610803181, 0.1530806230641677, 0.27037256678649046, 0.8731770230031305, 0.4107000730471675, 0.8022820708257703, 0.23278079735185364]",complete
SNEA.S1NB0210MS111C9,2011.03,37782,REVISED,Dollars,37.06,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-11,2022-05-11,"[0.5441787619283007, 0.9831982306643734, 0.8093271848689051, 0.39973526116431257, 0.6515952227888275, 0.8658294266528368, 0.872416372870926, 0.9409027958898428, 0.4627169960961822, 0.43246824044914955]",complete
SNEA.S1NB0210MS111C9,2012.03,36767,REVISED,Dollars,37.06,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-12,2022-05-12,"[0.4787508763141095, 0.6460375727090136, 0.8479060113171296, 0.31820419546383183, 0.11214319790114369, 0.14028416516801112, 0.6972998752626706, 0.40759626603445076, 0.6109885560894203, 0.30379026137827525]",complete
SNEA.S1NB0210MS111C9,2013.03,39655,REVISED,Dollars,37.07,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-13,2022-05-13,"[0.8126566005396547, 0.3219789401423806, 0.9139015863934788, 0.14049841405742913, 0.9579216396216281, 0.6362478004441121, 0.10180601679200585, 0.6704886051909354, 0.349469124217865, 0.8710133226703664]",complete
SNEA.S1NB0210MS111C9,2014.03,42105,REVISED,Dollars,37.07,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-14,2022-05-14,"[0.2929348125451, 0.3112687725741239, 0.23597457171973135, 0.6406936554145353, 0.1510601065795817, 0.00972342107637203, 0.7049011348747769, 0.7083446021575025, 0.7948708082780002, 0.3806810310377885]",complete
SNEA.S1NB0210MS111C9,2015.03,45633,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-15,2022-05-15,"[0.22278824809339814, 0.26686545493032143, 0.8152138071771113, 0.5695546523811236, 0.2690473614650226, 0.4313463522152484, 0.3313232034257326, 0.23924739426022423, 0.16822693640443442, 0.7985748363541944]",complete
SNEA.S1NB0210MS111C9,2016.03,47948,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-16,2022-05-16,"[0.09884130238022282, 0.029269106913644594, 0.22213250425462572, 0.7432489752526128, 0.22750885851090497, 0.8792683620754428, 0.6272633941485712, 0.8915573107440301, 0.5284116375389428, 0.5607364482032845]",complete
SNEA.S1NB0210MS111C9,2017.03,48718,REVISED,Dollars,37.08,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-17,2022-05-17,"[0.34815360971719245, 0.18088583305597328, 0.5531891407625965, 0.002596429414205126, 0.30774797294602263, 0.8863099458462832, 0.42714222924766065, 0.7419032221685071, 0.36142739463818296, 0.20861708192182304]",complete
SNEA.S1NB0210MS111C9,2018.03,53697,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-18,2022-05-18,"[0.4233067823790836, 0.6482784321416651, 0.21897906250648613, 0.69639006485619, 0.5962098378345211, 0.5915043969800845, 0.6455814798514219, 0.19650998781208828, 0.23716626332201485, 0.5916508252908409]",complete
SNEA.S1NB0210MS111C9,2019.03,56014,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-19,2022-05-19,"[0.19573603611380275, 0.024693316484866612, 0.3623598721435193, 0.8180558896819111, 0.6319292916466231, 0.48453209284912113, 0.7568511239536814, 0.5046478111411888, 0.39573695288048594, 0.9474641744252796]",complete
SNEA.S1NB0210MS111C9,2020.03,60515,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-20,2022-05-20,"[0.18655203541286824, 0.6024579075720266, 0.2794245987790408, 0.03761785885730107, 0.47029243206576177, 0.6428342535002392, 0.1124686061033292, 0.6522472589404117, 0.7343335792023767, 0.275473863588777]",complete
SNEA.S1NB0210MS111C9,2021.03,66372,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-21,2022-05-21,"[0.8701098587323444, 0.3339442183347755, 0.061805506114356756, 0.9068420487118569, 0.23360292774263614, 0.5487998747612424, 0.8107063036805571, 0.9938524375040003, 0.013610192675651556, 0.4403802773600446]",complete
SNEA.S1NB0210MS111C9,2022.03,68323,REVISED,Dollars,37.08,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-22,2022-05-22,"[0.4299023667492804, 0.2526557535560099, 0.7437992078266499, 0.46317830245608316, 0.13060737601420402, 0.3278674213738043, 0.07157639105062508, 0.18390139836487573, 0.1270560740308665, 0.21573971171022677]",complete
SNEA.S1NB0210MS111C9,2023.03,73983,FINAL,Dollars,37.09,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Corporate business enterprises,National private and foreign control,training,2021-05-23,2022-05-23,"[0.3413559158731452, 0.2829353211484641, 0.7514706376508915, 0.44731553974191507, 0.986916008607593, 0.5802991334854842, 0.5432580998423362, 0.8446959568122131, 0.3640259615405915, 0.671833377673431]",complete
SNEA.S1NB0210MS121C0,1999.03,0,FINAL,Dollars,37.09,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-24,2022-05-24,"[0.0005221253745297805, 0.39258571411270315, 0.7581189836059049, 0.5725876358299753, 0.3794167549002839, 0.20632905344282504, 0.8804612993143549, 0.9894681090434448, 0.29763613190696425, 0.7482556408390468]",complete
SNEA.S1NB0210MS121C0,2000.03,0,FINAL,Dollars,37.09,-0.73,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-25,2022-05-25,"[0.8040042223108977, 0.5299369247996607, 0.4607500716173798, 0.9227204087541178, 0.6240216784532927, 0.30969134274713805, 0.9313688677612353, 0.307142960052457, 0.943795105319319, 0.6809377841051265]",complete
SNEA.S1NB0210MS121C0,2001.03,0,FINAL,Dollars,37.09,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-26,2022-05-26,"[0.8789231817070823, 0.08385263433092871, 0.8946976657082751, 0.7301022048594783, 0.8491563232219399, 0.06418757003778464, 0.7957059762931583, 0.893881860353857, 0.6108994293922821, 0.3272662438385595]",complete
SNEA.S1NB0210MS121C0,2002.03,0,FINAL,Dollars,37.09,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-27,2022-05-27,"[0.7012734216525045, 0.7839206323781075, 0.34263714388703415, 0.32976732898041994, 0.8899497508174234, 0.2700761246614015, 0.6579870906636484, 0.09890478854308893, 0.6993030396643103, 0.1425805995235403]",complete
SNEA.S1NB0210MS121C0,2003.03,0,FINAL,Dollars,37.1,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-28,2022-05-28,"[0.12484447869959714, 0.32132702122357104, 0.6743611020246654, 0.49082794620338777, 0.016811534124689942, 0.71163521354524, 0.7942329693129729, 0.9171749376737253, 0.9460907782104843, 0.31472743229178746]",complete
SNEA.S1NB0210MS121C0,2004.03,0,FINAL,Dollars,37.1,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-29,2022-05-29,"[0.7006899954632769, 0.4287757004156435, 0.16203698020465773, 0.937120506798523, 0.9644613342062227, 0.8528535968986872, 0.10611065774100781, 0.6684117481056859, 0.30254539163759586, 0.5384296075122351]",complete
SNEA.S1NB0210MS121C0,2005.03,0,FINAL,Dollars,37.1,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-30,2022-05-30,"[0.8301285990014793, 0.8110380137955614, 0.3019366811387896, 0.08355762310342829, 0.6901986695862493, 0.8992440559505037, 0.5929127015963895, 0.4553216502480575, 0.9112391846071767, 0.5027143656548512]",complete
SNEA.S1NB0210MS121C0,2006.03,0,FINAL,Dollars,37.1,-0.74,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-05-31,2022-05-31,"[0.8597683802529649, 0.8668512233080234, 0.9373897429159199, 0.5711289196171864, 0.7033689997286505, 0.28063723715036215, 0.38883622060113854, 0.5192400257908066, 0.9048645846775618, 0.8741576052692774]",complete
SNEA.S1NB0210MS121C0,2007.03,0,FINAL,Dollars,37.1,-0.75,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-06-01,2022-06-01,"[0.7990607618681089, 0.39580791788827496, 0.6524569109769953, 0.5031183613141782, 0.43394261446249427, 0.4160461071972258, 0.27249208942285985, 0.10728310859145973, 0.540354575556985, 0.8944021120976313]",complete
SNEA.S1NB0210MS121C0,2008.03,0,FINAL,Dollars,37.1,-0.75,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-06-02,2022-06-02,"[0.48283767136687494, 0.9909203033934728, 0.3096592799418818, 0.7993635366574265, 0.19374035037202497, 0.3973634432311326, 0.6586347308468032, 0.655432448851664, 0.47062376172003284, 0.23782461645291442]",complete
SNEA.S1NB0210MS121C0,2009.03,0,FINAL,Dollars,37.1,-0.75,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-06-03,2022-06-03,"[0.8806161830636453, 0.7745020951213534, 0.23227397502510527, 0.8335222976856946, 0.6140155923537256, 0.7834064178054783, 0.46982000208131935, 0.32050584695576656, 0.5729897127739005, 0.3572217457086184]",complete
SNEA.S1NB0210MS121C0,2010.03,0,FINAL,Dollars,37.1,-0.75,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-06-04,2022-06-04,"[0.3005695958240048, 0.7836195615663555, 0.21300421148473503, 0.6236122961849314, 0.06634664162079484, 0.6740206089167916, 0.19982623819977063, 0.5837304643598945, 0.7492217027820908, 0.4020875252098569]",complete
SNEA.S1NB0210MS121C0,2011.03,0,FINAL,Dollars,37.1,-0.75,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Market,Non-corporate business enterprises,All control,training,2021-06-05,2022-06-05,"[0.38795693316847113, 0.870185072116136, 0.19373148173972077, 0.49973347170047266, 0.8562555155983244, 0.7480681083357025, 0.5889531131605479, 0.674000456709157, 0.22415442914493622, 0.7837766645453242]",complete
