eo_data,class,lon,lat,subset,start_date,end_date,eo_status,coord
Maize,7,37.0288491,-0.7275825,training,05/02/2021,05/02/2022,complete,"[0.06044518 0.61005488 0.96565662 0.66414698 0.97652156 0.64073397
 0.16805974 0.09108883 0.33978303 0.93246944]"
Maize,7,37.03759657,-0.727484808,training,05/03/2021,05/03/2022,complete,"[0.59091942 0.41755857 0.89601721 0.96228522 0.89775592 0.76027564
 0.12997381 0.31723375 0.32827066 0.51006322]"
Maize,7,37.0438806,-0.7284518,training,05/04/2021,05/04/2022,complete,"[0.15287086 0.18403547 0.76661252 0.27996955 0.14596657 0.70353441
 0.89525103 0.97757982 0.19130475 0.4411693 ]"
Bananas,20,37.0439059,-0.7284189,training,05/05/2021,05/05/2022,complete,"[0.23186119 0.40396562 0.30000781 0.58241559 0.39911159 0.68931748
 0.65345077 0.97840472 0.11880738 0.73342804]"
Bananas,20,37.04612351,-0.732051909,training,05/06/2021,05/06/2022,complete,"[0.85444699 0.63577778 0.93555023 0.5116157  0.81236958 0.24122626
 0.15851151 0.43322598 0.76275749 0.77856915]"
Maize,7,37.04831893,-0.733376139,training,05/07/2021,05/07/2022,complete,"[0.28997291 0.52079113 0.83112095 0.01687918 0.74285736 0.78695966
 0.44077405 0.68657238 0.29838152 0.19973785]"
Maize,7,37.04821841,-0.733321926,training,05/08/2021,05/08/2022,complete,"[0.6278918  0.38910356 0.4695934  0.49743297 0.53976543 0.93426527
 0.89199589 0.85366084 0.3096378  0.01321229]"
Maize,7,37.04844053,-0.733843388,training,05/09/2021,05/09/2022,complete,"[0.1860708  0.34851349 0.86331558 0.87403678 0.52391985 0.11934662
 0.28644789 0.2942716  0.57057443 0.10789137]"
Maize,7,37.05446799,-0.735000729,training,05/10/2021,05/10/2022,complete,"[0.60199279 0.32329894 0.45338139 0.00523831 0.80534638 0.34535451
 0.3458865  0.32168683 0.58965949 0.8605392 ]"
Beans,12,37.0585787,-0.7331453,training,05/11/2021,05/11/2022,complete,"[0.91411838 0.95479439 0.87933249 0.3910657  0.48931301 0.33676489
 0.20882401 0.56821562 0.69702616 0.99297897]"
Maize,7,37.05851315,-0.733205891,training,05/12/2021,05/12/2022,complete,"[0.39293018 0.22418752 0.84784467 0.61605525 0.35758345 0.96774445
 0.82943507 0.1491708  0.58749824 0.32733572]"
Maize,7,37.06517652,-0.732435426,training,13/05/2021,13/05/2022,complete,"[0.06006814 0.53175522 0.20914856 0.53865114 0.38836645 0.91264449
 0.95711475 0.13514559 0.73160169 0.98843808]"
Maize,7,37.07205749,-0.732482387,training,14/05/2021,14/05/2022,complete,"[0.55382021 0.06090244 0.92429515 0.03344614 0.82356791 0.28219369
 0.91601097 0.42057356 0.36222969 0.99533621]"
Maize,7,37.07642817,-0.734043086,training,15/05/2021,15/05/2022,complete,"[0.55560852 0.52637401 0.59565133 0.219878   0.00607062 0.1420767
 0.45141658 0.4555802  0.86626887 0.23037842]"
Maize,7,37.0781493,-0.7349508,training,16/05/2021,16/05/2022,complete,"[0.60558622 0.86202865 0.51875945 0.3449752  0.76386775 0.45947691
 0.79651891 0.9756067  0.02044297 0.09656431]"
Beans,12,37.07959703,-0.735113265,training,17/05/2021,17/05/2022,complete,"[0.9322876  0.95077916 0.24801602 0.9486698  0.83982446 0.72557033
 0.92492338 0.78288604 0.09702045 0.20138475]"
Maize,7,37.0799407,-0.7349086,training,18/05/2021,18/05/2022,complete,"[0.11151768 0.23019704 0.28509971 0.3114708  0.80511551 0.36475138
 0.74366157 0.53408761 0.67101595 0.28720103]"
Maize,7,37.08008419,-0.734107028,training,19/05/2021,19/05/2022,complete,"[0.39853163 0.80303492 0.47622533 0.09184358 0.40424519 0.83585781
 0.27137632 0.22533671 0.99534214 0.49330421]"
Maize,7,37.07998549,-0.734159303,training,20/05/2021,20/05/2022,complete,"[0.40760429 0.98258862 0.467405   0.99864115 0.03992808 0.64637824
 0.47568246 0.75054228 0.17287861 0.19803391]"
Maize,7,37.08016186,-0.733756129,training,21/05/2021,21/05/2022,complete,"[0.02749055 0.40319756 0.32701522 0.67621972 0.02835942 0.45798099
 0.28897458 0.90056646 0.27893845 0.31167832]"
Maize,7,37.08476567,-0.733907913,training,22/05/2021,22/05/2022,complete,"[0.64052085 0.55094427 0.77196071 0.91391383 0.65442094 0.57325223
 0.83863992 0.31566173 0.88895783 0.70401411]"
Maize,7,37.08694611,-0.733703141,training,23/05/2021,23/05/2022,complete,"[0.45668477 0.35458638 0.95400317 0.8338276  0.72887205 0.3132659
 0.10081337 0.65363722 0.82035434 0.87207986]"
Maize,7,37.08774366,-0.733632575,training,24/05/2021,24/05/2022,complete,"[0.72689597 0.50570681 0.08657581 0.36738733 0.01019635 0.40025349
 0.62179448 0.35610723 0.40572848 0.30902718]"
Maize,7,37.0919545,-0.7346398,training,25/05/2021,25/05/2022,complete,"[0.51231519 0.17470405 0.70451008 0.74015257 0.80313898 0.44538651
 0.39658073 0.75192905 0.44430758 0.46424222]"
Maize,7,37.09324263,-0.735466304,training,26/05/2021,26/05/2022,complete,"[0.15021557 0.33817778 0.2001147  0.3619994  0.52267867 0.6449852
 0.14596581 0.70196704 0.37708073 0.9839392 ]"
Maize,7,37.0942414,-0.7368867,training,27/05/2021,27/05/2022,complete,"[0.24585968 0.98542802 0.97459057 0.81604432 0.17908178 0.59015722
 0.56008477 0.95625415 0.63684499 0.91226179]"
Maize,7,37.09698515,-0.739902225,training,28/05/2021,28/05/2022,complete,"[0.46303422 0.23474637 0.66795513 0.82090973 0.11878393 0.04892493
 0.58229546 0.57836615 0.23452239 0.72182339]"
Maize,7,37.09705844,-0.739949132,training,29/05/2021,29/05/2022,complete,"[0.5155061  0.62126658 0.72201856 0.2418919  0.4157912  0.70625825
 0.38665163 0.88255183 0.76539419 0.84986979]"
Bananas,20,37.09779548,-0.742787973,training,30/05/2021,30/05/2022,complete,"[0.57823824 0.07121405 0.44769965 0.55768991 0.18266105 0.11167887
 0.77830909 0.17270506 0.95130893 0.371764  ]"
Maize,7,37.09761435,-0.743021729,training,31/05/2021,31/05/2022,complete,"[0.56627639 0.92494971 0.7662214  0.60122688 0.53665124 0.17861621
 0.8207693  0.3654446  0.64557172 0.29946771]"
Maize,7,37.0962167,-0.7460249,training,06/01/2021,06/01/2022,complete,"[0.45317555 0.94303069 0.70190284 0.78500864 0.54892161 0.94204432
 0.81206634 0.88441063 0.45853011 0.95340037]"
Maize,7,37.0962845,-0.7459357,training,06/02/2021,06/02/2022,complete,"[0.98123492 0.48307465 0.21157028 0.43506298 0.92838616 0.29974106
 0.59869888 0.46611959 0.7493355  0.4478006 ]"
Maize,7,37.0961562,-0.7462252,training,06/03/2021,06/03/2022,complete,"[0.80280658 0.56058622 0.11574748 0.6945126  0.81660572 0.56676699
 0.96436783 0.30129823 0.01139426 0.72456771]"
Maize,7,37.0973359,-0.7459953,training,06/04/2021,06/04/2022,complete,"[0.49640623 0.10325772 0.78050165 0.93666217 0.32875364 0.03728079
 0.37022963 0.90549767 0.08654124 0.06186265]"
Bananas,20,37.0975071,-0.7460019,training,06/05/2021,06/05/2022,complete,"[0.17569488 0.11576803 0.46386008 0.05374889 0.35858812 0.45140155
 0.58254021 0.92489202 0.50953657 0.16076816]"
Maize,7,37.0973649,-0.7462986,training,06/06/2021,06/06/2022,complete,"[0.47125984 0.18671599 0.12801894 0.46852251 0.72448782 0.6773007
 0.51148892 0.68146535 0.45708521 0.76064481]"
Maize,7,37.0975532,-0.7484442,training,06/07/2021,06/07/2022,complete,"[0.49600685 0.38328738 0.21931478 0.29282084 0.76529409 0.88845842
 0.6696227  0.08907485 0.13636329 0.87248559]"
Maize,7,37.0972902,-0.7487712,training,06/08/2021,06/08/2022,complete,"[0.78162864 0.87867382 0.8633644  0.9980434  0.27980203 0.63700902
 0.79315718 0.48190607 0.8207853  0.87333971]"
Kales,28,37.0964808,-0.7497623,training,06/09/2021,06/09/2022,complete,"[0.03350608 0.75986234 0.0291456  0.12050287 0.91004241 0.05461189
 0.21460622 0.93935189 0.49016707 0.33481289]"
Maize,7,37.0967715,-0.749757,training,06/10/2021,06/10/2022,complete,"[0.63919243 0.94776206 0.85372649 0.49560759 0.82180786 0.31842349
 0.53786291 0.27475247 0.73325798 0.12644547]"
Maize,7,37.09690277,-0.749640385,training,06/11/2021,06/11/2022,complete,"[0.75661134 0.07490337 0.77980638 0.61958327 0.60949244 0.51465939
 0.44019776 0.40368697 0.24282012 0.69732738]"
Maize,7,37.09838078,-0.750069112,training,06/12/2021,06/12/2022,complete,"[0.27237093 0.88528709 0.14699568 0.27651776 0.20293753 0.29827776
 0.08064386 0.03329643 0.35963473 0.05860367]"
Maize,7,37.1006151,-0.7506903,training,13/06/2021,13/06/2022,complete,"[0.50740415 0.09880035 0.97762215 0.47729425 0.9879651  0.91589654
 0.87569432 0.45027867 0.71442007 0.54670679]"
Maize,7,37.10283878,-0.751589469,training,14/06/2021,14/06/2022,complete,"[0.87266834 0.89914798 0.95531842 0.12873967 0.36807793 0.80864475
 0.75776246 0.22559224 0.36085237 0.56554289]"
Bananas,20,37.1034212,-0.7479236,training,15/06/2021,15/06/2022,complete,"[0.63985512 0.58507285 0.84906206 0.83829235 0.49230718 0.12302004
 0.3525643  0.31576214 0.32243553 0.59681324]"
Maize,7,37.1052508,-0.7470729,training,16/06/2021,16/06/2022,complete,"[0.05518062 0.50290454 0.23055841 0.03328479 0.19520642 0.19177642
 0.87166019 0.07577391 0.9186884  0.14948902]"
Maize,7,37.10720111,-0.744894069,training,17/06/2021,17/06/2022,complete,"[0.40827592 0.21601494 0.84446205 0.74541101 0.19412579 0.65990866
 0.60939983 0.24778033 0.15712229 0.04493319]"
Maize,7,37.10787307,-0.744288119,training,18/06/2021,18/06/2022,complete,"[0.00981641 0.25569425 0.94160664 0.10388405 0.91769365 0.8627476
 0.53492618 0.53227565 0.15260033 0.76710042]"
Maize,7,37.11219984,-0.743910895,training,19/06/2021,19/06/2022,complete,"[0.96179144 0.65285437 0.98645329 0.22267129 0.74423524 0.85233635
 0.68517844 0.82050777 0.49950526 0.80806986]"
Maize,7,37.12001131,-0.741970445,training,20/06/2021,20/06/2022,complete,"[0.60498462 0.9136944  0.2830896  0.55047971 0.05978403 0.27488846
 0.06761924 0.66867592 0.96330327 0.98335188]"
Maize,7,37.123109,-0.7418911,training,21/06/2021,21/06/2022,complete,"[0.46675085 0.83038505 0.55619119 0.53617077 0.397501   0.37330121
 0.6032812  0.88901924 0.54830135 0.53554062]"
Maize,7,37.13080735,-0.738242093,training,22/06/2021,22/06/2022,complete,"[0.80328632 0.04742143 0.17907039 0.76573621 0.47930762 0.59424406
 0.82364137 0.1371807  0.23914293 0.92052951]"
Maize,7,37.13347878,-0.73724421,training,23/06/2021,23/06/2022,complete,"[0.05453177 0.26740874 0.84343415 0.92149689 0.74931883 0.33366992
 0.33242654 0.4588819  0.53280866 0.6994741 ]"
Maize,7,37.13872103,-0.734469635,training,24/06/2021,24/06/2022,complete,"[0.09327905 0.94093458 0.96861305 0.11535708 0.98961489 0.61033249
 0.22979514 0.51808735 0.74678989 0.9210284 ]"
Maize,7,37.13854171,-0.734540838,training,25/06/2021,25/06/2022,complete,"[0.57824614 0.65016355 0.89828401 0.8599457  0.24692912 0.40632831
 0.06092966 0.46382326 0.73450155 0.71490393]"
Maize,7,37.2186256,-0.823448,training,26/06/2021,26/06/2022,complete,"[0.00699997 0.97308542 0.84114543 0.75163943 0.82044245 0.5998708
 0.74378049 0.47550279 0.9393775  0.03408952]"
Maize,7,37.221167,-0.8150606,training,27/06/2021,27/06/2022,complete,"[0.16213919 0.44603337 0.35992662 0.11400843 0.74774524 0.71503776
 0.7684392  0.12592659 0.7262278  0.99225576]"
Mango,11,37.22243653,-0.883776945,training,28/06/2021,28/06/2022,complete,"[0.02135997 0.83007701 0.66683252 0.0479749  0.976671   0.66139572
 0.37433523 0.01753299 0.01829757 0.61841978]"
Mango,11,37.21927,-0.8093783,training,29/06/2021,29/06/2022,complete,"[0.68254687 0.54776234 0.91489327 0.18983962 0.62453557 0.22315596
 0.54944902 0.99497428 0.28751857 0.57900227]"
Mango,11,37.2275191,-0.803756,training,30/06/2021,30/06/2022,complete,"[0.47339427 0.27653426 0.64712494 0.60562132 0.01566638 0.23781679
 0.67981716 0.11367687 0.81196946 0.41890675]"
Maize,7,37.1228565,-0.9434245,training,07/01/2021,07/01/2022,complete,"[0.22338366 0.99764748 0.31344164 0.43868718 0.13689094 0.75230773
 0.58715905 0.38342302 0.77785701 0.48548935]"
Shrub,9,37.1196817,-0.9459018,training,07/02/2021,07/02/2022,complete,"[0.85567031 0.34198319 0.81662733 0.06399722 0.69009901 0.84927233
 0.57962048 0.17522003 0.23164893 0.29404382]"
Maize,7,37.1227226,-0.9434831,training,07/03/2021,07/03/2022,complete,"[0.95456741 0.58346808 0.8534278  0.8810834  0.82074628 0.022295
 0.13920647 0.95316425 0.30475713 0.72326072]"
Shrub,9,37.2276651,-0.804213,training,07/04/2021,07/04/2022,complete,"[0.33301306 0.00226014 0.5944023  0.28583227 0.32279996 0.39514744
 0.44864564 0.12943012 0.11367485 0.2350789 ]"
Maize,7,37.2250801,-0.8059079,training,07/05/2021,07/05/2022,complete,"[0.89066539 0.39353616 0.55843634 0.35708549 0.77203091 0.97451524
 0.69233129 0.14430425 0.99740451 0.54238417]"
Maize,7,37.22349,-0.8932617,training,07/06/2021,07/06/2022,complete,"[0.05264418 0.14361482 0.3781896  0.02810654 0.64494095 0.44498236
 0.26416545 0.17081854 0.27226173 0.69381902]"
Mango,11,37.2146336,-0.8078206,training,07/07/2021,07/07/2022,complete,"[0.88793674 0.73806261 0.28255098 0.94128234 0.95714984 0.42129557
 0.32044635 0.56265664 0.6522333  0.90406683]"
Maize,7,37.2127883,-0.8014782,training,07/08/2021,07/08/2022,complete,"[0.12656463 0.87694442 0.08351101 0.15791706 0.67055909 0.15798111
 0.64771031 0.32716714 0.14877698 0.8828947 ]"
Maize,7,37.12626203,-0.907583454,training,07/09/2021,07/09/2022,complete,"[0.83713008 0.85270717 0.14408919 0.95419153 0.92155149 0.16493687
 0.47755882 0.69558185 0.82907051 0.66248087]"
Kunde,31,37.203472,-0.7995071,training,07/10/2021,07/10/2022,complete,"[0.76758877 0.07071957 0.59075021 0.74795006 0.20790582 0.69095801
 0.4307415  0.53707506 0.45299513 0.86127259]"
Maize,7,37.21335146,-0.894695758,training,07/11/2021,07/11/2022,complete,"[0.44065756 0.91025125 0.86706478 0.08355057 0.02763606 0.28499457
 0.56692842 0.75970337 0.29879394 0.65925884]"
Maize,7,37.20050124,-0.894890624,training,07/12/2021,07/12/2022,complete,"[0.60516881 0.6208209  0.81251391 0.86607951 0.16419597 0.2491132
 0.53392213 0.07717956 0.82410651 0.73442413]"
Maize,7,37.2082187,-0.8013041,training,13/07/2021,13/07/2022,complete,"[9.26431407e-02 7.28621614e-04 9.80907502e-01 1.83619029e-01
 9.61567657e-01 5.79079229e-01 4.21641818e-01 3.95864384e-01
 3.77570038e-01 9.98286807e-01]"
Beans,12,37.1989606,-0.8090328,training,14/07/2021,14/07/2022,complete,"[0.28202963 0.40142006 0.88250765 0.23476991 0.12919069 0.33482596
 0.21196505 0.88973737 0.37506927 0.90967508]"
Maize,7,37.1933702,-0.8215405,training,15/07/2021,15/07/2022,complete,"[0.68186101 0.3245201  0.09763776 0.94958059 0.50131085 0.3545549
 0.13506017 0.847018   0.77146429 0.36249557]"
Maize,7,37.12523258,-0.905872108,training,16/07/2021,16/07/2022,complete,"[0.03595228 0.03693726 0.52631818 0.03226039 0.40357341 0.0111031
 0.09337956 0.41244164 0.03672689 0.89426832]"
Beans,12,37.12497305,-0.905868249,training,17/07/2021,17/07/2022,complete,"[0.39749061 0.1771605  0.60814232 0.03308412 0.44490197 0.15476902
 0.40030976 0.71144987 0.54149251 0.20826624]"
Maize,7,37.12480904,-0.905874037,training,18/07/2021,18/07/2022,complete,"[0.39223505 0.51237047 0.15519288 0.09731844 0.99545502 0.54327672
 0.22581514 0.01233332 0.58239505 0.62945508]"
Beans,12,37.13044059,-0.912566035,training,19/07/2021,19/07/2022,complete,"[0.89456442 0.6106233  0.94769726 0.88810193 0.94950821 0.67693054
 0.71093851 0.19713839 0.93543668 0.87663902]"
Maize,7,37.1240394,-0.9059508,training,20/07/2021,20/07/2022,complete,"[5.38302987e-01 1.55115379e-03 4.28682107e-01 8.35006619e-01
 3.54031195e-01 5.00133027e-01 8.04854664e-01 4.49764191e-01
 8.05290979e-01 1.95287009e-05]"
Bananas,20,37.123358,-0.9068009,training,21/07/2021,21/07/2022,complete,"[0.16934154 0.69400353 0.90646614 0.67107374 0.18482483 0.9254336
 0.84486983 0.58159308 0.17097517 0.98535902]"
Maize,7,37.1960207,-0.8262386,training,22/07/2021,22/07/2022,complete,"[0.96669038 0.22886078 0.90908865 0.3402088  0.62031648 0.07337245
 0.01045899 0.90239008 0.16035039 0.37433026]"
Potatoes,15,37.1313391,-0.917011,training,23/07/2021,23/07/2022,complete,"[0.25013983 0.23777051 0.41757323 0.72359666 0.67706571 0.74545971
 0.19919511 0.1072874  0.51886326 0.50582294]"
Maize,7,37.1984208,-0.8297658,training,24/07/2021,24/07/2022,complete,"[0.05013287 0.78338345 0.07201487 0.54733344 0.1180973  0.04854417
 0.11981959 0.28597791 0.74198188 0.13886982]"
Maize,7,37.1895549,-0.820737,training,25/07/2021,25/07/2022,complete,"[0.71125882 0.59557705 0.94088093 0.65884268 0.61649004 0.00868054
 0.17239322 0.16814257 0.30695746 0.56047133]"
Maize,7,37.1809633,-0.8908916,training,26/07/2021,26/07/2022,complete,"[0.08840142 0.88975326 0.16575448 0.15393236 0.6268811  0.16823048
 0.60197038 0.04634826 0.52754986 0.99411216]"
Maize,7,37.19097815,-0.87688038,training,27/07/2021,27/07/2022,complete,"[0.5473784  0.84885284 0.42943286 0.4114698  0.71729054 0.14638127
 0.37209724 0.47841387 0.84340821 0.23148801]"
Bananas,20,37.1865817,-0.8213817,training,28/07/2021,28/07/2022,complete,"[0.25012192 0.22659546 0.17354805 0.77020123 0.68756458 0.03587964
 0.73376291 0.29171529 0.85247797 0.82712176]"
Bananas,20,37.1704883,-0.8153055,training,29/07/2021,29/07/2022,complete,"[0.84335856 0.52612092 0.49518854 0.51153496 0.44802252 0.74499975
 0.91654599 0.59563747 0.50598144 0.03848425]"
Maize,7,37.1613996,-0.8033003,training,30/07/2021,30/07/2022,complete,"[0.53321881 0.57519044 0.81014933 0.33075479 0.08654383 0.15242764
 0.52645608 0.94185122 0.05802574 0.69757377]"
Maize,7,37.1628863,-0.7950976,training,31/07/2021,31/07/2022,complete,"[0.29683128 0.74771739 0.62482071 0.33727577 0.11745028 0.971101
 0.06267008 0.44019642 0.40464526 0.40805097]"
Beans,12,37.1679798,-0.8704857,training,08/01/2021,08/01/2022,complete,"[0.40792245 0.03941143 0.22241528 0.07016402 0.13255621 0.2857438
 0.11554576 0.26030326 0.36265946 0.88035323]"
Maize,7,37.1686973,-0.8751649,training,08/02/2021,08/02/2022,complete,"[0.03221119 0.74546248 0.32327051 0.15202765 0.7296072  0.66881371
 0.59136586 0.6609586  0.32377215 0.2424872 ]"
Avocado,8,37.15705,-0.8768853,training,08/03/2021,08/03/2022,complete,"[1.33677108e-01 7.92240764e-01 3.69471068e-04 2.72423716e-01
 7.28529399e-02 4.71333511e-01 4.94389401e-01 4.81874094e-01
 6.07615403e-01 6.04251836e-01]"
Maize,7,37.1621088,-0.7672196,training,08/04/2021,08/04/2022,complete,"[8.02769757e-01 8.27191346e-01 4.60086397e-01 4.93164204e-01
 6.76518660e-01 3.70128177e-01 6.21376949e-04 1.70607251e-01
 7.88961221e-01 8.87507959e-01]"
Bananas,20,37.1577662,-0.7831319,training,08/05/2021,08/05/2022,complete,"[0.69664373 0.79181562 0.98218334 0.6513179  0.45059377 0.07230075
 0.84710662 0.60874043 0.32240259 0.2710372 ]"
Maize,7,37.15998,-0.7801833,training,08/06/2021,08/06/2022,complete,"[0.56720639 0.22372614 0.10170644 0.73099868 0.89359214 0.0582804
 0.21086571 0.96121531 0.97541079 0.99831212]"
Beans,12,37.14177317,-0.782093084,training,08/07/2021,08/07/2022,complete,"[0.6451545  0.00918051 0.93770144 0.78317158 0.33385279 0.07826502
 0.90915128 0.75486091 0.54645087 0.25628371]"
Bananas,20,37.14721756,-0.776879769,training,08/08/2021,08/08/2022,complete,"[0.5855772  0.91680247 0.15559879 0.45845769 0.16752704 0.42267814
 0.57774356 0.23026522 0.89733617 0.7745054 ]"
Shrub,9,37.1568919,-0.747072,training,08/09/2021,08/09/2022,complete,"[0.75490561 0.88564093 0.03868376 0.45943461 0.8545173  0.51726204
 0.93949852 0.82140956 0.40120806 0.42344161]"
Maize,7,37.12204294,-0.906168265,training,08/10/2021,08/10/2022,complete,"[0.73073101 0.1834093  0.23973975 0.93837905 0.13432013 0.73291032
 0.17612503 0.56978639 0.2564642  0.70324724]"
Coffee,18,37.15256836,-0.762507425,training,08/11/2021,08/11/2022,complete,"[0.55023034 0.81267968 0.52319737 0.9496088  0.31453756 0.07338094
 0.21943842 0.31444395 0.13742443 0.02609639]"
Maize,7,37.1847297,-0.7655597,training,08/12/2021,08/12/2022,complete,"[0.13536193 0.55991925 0.75087017 0.44460466 0.96207683 0.8244953
 0.84039202 0.15898579 0.45125096 0.37849672]"
Maize,7,37.1821731,-0.7659865,training,13/08/2021,13/08/2022,complete,"[0.56262519 0.77045114 0.72055743 0.71179533 0.38660793 0.42475701
 0.27488606 0.30508108 0.34990581 0.10054311]"
Maize,7,37.1754809,-0.7679563,training,14/08/2021,14/08/2022,complete,"[0.31776679 0.238471   0.72587694 0.31265583 0.31509026 0.94779771
 0.30576961 0.95483914 0.64242523 0.83106242]"
Maize,7,37.1693618,-0.7672643,training,15/08/2021,15/08/2022,complete,"[0.26740827 0.72581809 0.52555915 0.48098261 0.32555071 0.96900203
 0.13433319 0.57177928 0.75094391 0.80363272]"
Shrub,9,37.1806295,-0.7759229,training,16/08/2021,16/08/2022,complete,"[0.6557519  0.74930689 0.97661006 0.90534083 0.35974655 0.8985292
 0.76618723 0.59654553 0.53930999 0.74185772]"
Maize,7,37.1396283,-0.8215157,training,17/08/2021,17/08/2022,complete,"[0.66898139 0.68161801 0.14233462 0.72037605 0.36089547 0.84836006
 0.15586312 0.51987504 0.96330822 0.54365613]"
Maize,7,37.1441069,-0.8216051,training,18/08/2021,18/08/2022,complete,"[0.84601735 0.9537012  0.73353535 0.93177822 0.03430726 0.51723467
 0.06833788 0.67312887 0.02165902 0.26161801]"
Bananas,20,37.146256,-0.831072,training,19/08/2021,19/08/2022,complete,"[0.48884428 0.57703034 0.91173503 0.3852403  0.73955831 0.71709627
 0.17632757 0.66361575 0.41703668 0.21893381]"
Maize,7,37.15032,-0.8375934,training,20/08/2021,20/08/2022,complete,"[0.28901454 0.99768256 0.64257259 0.12581152 0.15665595 0.7226699
 0.94631541 0.00613266 0.22886003 0.98961553]"
Maize,7,37.1492381,-0.8442218,training,21/08/2021,21/08/2022,complete,"[0.81214684 0.13833129 0.03262427 0.01794396 0.95390387 0.5141609
 0.80009281 0.84974709 0.14429258 0.06866921]"
Maize,7,37.0559282,-0.7879298,training,22/08/2021,22/08/2022,complete,"[0.69761499 0.31487629 0.35421092 0.9957272  0.90827427 0.9581844
 0.68875358 0.93225703 0.11190619 0.86899059]"
Maize,7,37.0656579,-0.785357673,training,23/08/2021,23/08/2022,complete,"[0.26193765 0.96954113 0.17017249 0.13823268 0.31274956 0.10685255
 0.2071351  0.74351917 0.39369709 0.54187965]"
Maize,7,37.0759214,-0.7868269,training,24/08/2021,24/08/2022,complete,"[0.96699847 0.56163527 0.22781356 0.42127716 0.88396445 0.62237759
 0.57822221 0.15476449 0.19873081 0.26430081]"
Maize,7,37.08924349,-0.791807738,training,25/08/2021,25/08/2022,complete,"[0.82166186 0.20541639 0.89046492 0.87292871 0.39138311 0.92881938
 0.31033651 0.30557864 0.55153568 0.14270083]"
Bananas,20,37.09460201,-0.792371129,training,26/08/2021,26/08/2022,complete,"[0.16527983 0.37222044 0.25782687 0.9936311  0.01792597 0.33515482
 0.17177319 0.11419025 0.08475359 0.84698189]"
Coffee,18,37.0966941,-0.7917252,training,27/08/2021,27/08/2022,complete,"[0.84518674 0.26211804 0.78049004 0.19145207 0.55453973 0.63596726
 0.70987559 0.37268757 0.89224162 0.72366755]"
Maize,7,37.0986103,-0.7890276,training,28/08/2021,28/08/2022,complete,"[0.30257165 0.53943592 0.28442448 0.84026753 0.56107934 0.51285632
 0.77806049 0.47827618 0.70557167 0.69575151]"
Bananas,20,37.10514345,-0.78513193,training,29/08/2021,29/08/2022,complete,"[0.61416284 0.60362611 0.90009756 0.28177976 0.26443451 0.44870902
 0.33015522 0.70244344 0.43580073 0.70665352]"
Maize,7,37.1677403,-0.850409,training,30/08/2021,30/08/2022,complete,"[0.75308804 0.95980235 0.58031366 0.33720836 0.89251857 0.49349979
 0.12914016 0.09749038 0.96571282 0.34479003]"
Maize,7,37.1168835,-0.78512,training,31/08/2021,31/08/2022,complete,"[0.18485815 0.309237   0.8937202  0.58633913 0.95230073 0.31256166
 0.27258926 0.88102348 0.83613197 0.33549455]"
Maize,7,37.1681093,-0.8538426,training,09/01/2021,09/01/2022,complete,"[0.25616728 0.75481297 0.35059578 0.32373001 0.65135705 0.01895728
 0.56255305 0.83928494 0.5304426  0.68823107]"
Sorghum,33,37.1704677,-0.8509823,training,09/02/2021,09/02/2022,complete,"[0.08605053 0.91981911 0.00163192 0.1906332  0.54552248 0.49743913
 0.42623005 0.3053836  0.5679082  0.03108059]"
Maize,7,37.1753966,-0.8517165,training,09/03/2021,09/03/2022,complete,"[0.57430272 0.7541651  0.54924255 0.84228573 0.82894583 0.72991567
 0.96524967 0.62152071 0.41203964 0.87600801]"
Maize,7,37.1226018,-0.9346493,training,09/04/2021,09/04/2022,complete,"[0.6609079  0.70277495 0.86404283 0.51176739 0.67949507 0.86366628
 0.80982341 0.3185426  0.44052331 0.25430308]"
Maize,7,37.1763314,-0.8540573,training,09/05/2021,09/05/2022,complete,"[0.70667859 0.60605867 0.71925413 0.77456164 0.41953481 0.47156327
 0.39747259 0.14190384 0.32824448 0.50221248]"
Kales,28,37.1220015,-0.9338115,training,09/06/2021,09/06/2022,complete,"[0.54005094 0.00176436 0.34346104 0.74916143 0.71787533 0.56691968
 0.86132687 0.70075033 0.0370914  0.72541821]"
Maize,7,37.166289,-0.8678471,training,09/07/2021,09/07/2022,complete,"[0.18542167 0.92640872 0.24964736 0.01512289 0.4982282  0.66704606
 0.17099101 0.99199519 0.10277403 0.66667548]"
Maize,7,37.1738045,-0.8670248,training,09/08/2021,09/08/2022,complete,"[0.37233005 0.16183729 0.98997788 0.81819531 0.29760363 0.9052737
 0.16241842 0.00686346 0.25682011 0.10188822]"
Maize,7,37.1770595,-0.8639864,training,09/09/2021,09/09/2022,complete,"[0.39733454 0.08715633 0.6550104  0.14914678 0.0386808  0.09986794
 0.66973743 0.65274324 0.73310992 0.19392527]"
Beans,12,37.12443421,-0.934756042,training,09/10/2021,09/10/2022,complete,"[0.92077542 0.34212848 0.94084152 0.38746628 0.59602396 0.47501296
 0.6795874  0.71011435 0.16441506 0.33810201]"
Maize,7,37.13355015,-0.931059888,training,09/11/2021,09/11/2022,complete,"[0.75416979 0.88357146 0.97712467 0.28165745 0.56653424 0.34021883
 0.7063798  0.67905657 0.67048355 0.59359738]"
Maize,7,37.2547382,-0.7910447,training,09/12/2021,09/12/2022,complete,"[0.99220601 0.6848733  0.71408443 0.53043254 0.3653931  0.70573918
 0.49799073 0.65664937 0.11425938 0.46294796]"
