Series_reference,Period,Data_value,STATUS,UNITS,lon,lat,MAGNTUDE,Subject,Group,Series_title_1,class_prob,subset,start_date,end_date,Series_title_3,Series_title_4,Series_title_5,EO_DATA,EO_STATUS
PRDA.S1CEE1I,2013.03,588.0,FINAL,Index,37.2,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-03,2022-02-03,Index,,,"[0.9008708541996691, 0.8657421418059589, 0.34092174551289667, 0.5313899317370454, 0.7582913569196472, 0.5568462028381498, 0.9045712911663183, 0.6079362625433601, 0.08758524263929413, 0.3526007179045688]",complete
PRDA.S1CEE1I,2014.03,592.0,FINAL,Index,37.24,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-04,2022-02-04,Index,,,"[0.3756292912616058, 0.36377788999998306, 0.6668409624423884, 0.022778111458141126, 0.7644701172128934, 0.5964982683259132, 0.9199156931826243, 0.44516397667935026, 0.0669222640093764, 0.7774491537601276]",complete
PRDA.S1CEE1I,2015.03,620.0,FINAL,Index,37.21,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-05,2022-02-05,Index,,,"[0.9142127258457684, 0.04255751141403907, 0.6841547219904361, 0.20105059832279715, 0.1148530008305525, 0.1367286875707957, 0.9509736233225461, 0.5772417771403147, 0.7639319196165583, 0.1480124234328436]",complete
PRDA.S1CEE1I,2016.03,628.0,FINAL,Index,37.23,-0.77,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-06,2022-02-06,Index,,,"[0.4572865499312023, 0.4496293640168971, 0.46924988884240304, 0.23618817968947603, 0.5175614057058202, 0.04983705448182407, 0.20904924873337616, 0.7818835090775479, 0.19642554641513243, 0.2749724060913319]",complete
PRDA.S1CEE1I,2017.03,640.0,FINAL,Index,37.24,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-07,2022-02-07,Index,,,"[0.7247982184048879, 0.3021595967942665, 0.9815863607184605, 0.9086870193647034, 0.31515943708176164, 0.755211905624776, 0.07995521826064034, 0.5217577456576978, 0.3199889257487336, 0.5407551948981705]",complete
PRDA.S1CEE1I,2018.03,655.0,FINAL,Index,37.21,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-08,2022-02-08,Index,,,"[0.570099847578076, 0.044065145989207744, 0.18983794746513838, 0.867821945495268, 0.7145657234143581, 0.46238343122710535, 0.3354549688391212, 0.16605056763612014, 0.08510924779651763, 0.3452271698413345]",complete
PRDA.S1CEE1I,2019.03,654.0,FINAL,Index,37.2,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-09,2022-02-09,Index,,,"[0.12607080545972782, 0.5788746165191062, 0.371296768492834, 0.31433120108914847, 0.7951235581751191, 0.017928236476300263, 0.17833949579523156, 0.5420698647640172, 0.588533686526163, 0.6842527026451257]",complete
PRDA.S1CEE1I,2020.03,657.0,REVISED,Index,37.23,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-10,2022-02-10,Index,,,"[0.5743338430219918, 0.06955073305059944, 0.1607292167213038, 0.9988948286812159, 0.9442504131126689, 0.8651241082601321, 0.9936403409581065, 0.7091520692189083, 0.9111068921051072, 0.7779271660085775]",complete
PRDA.S1CEE1I,2021.03,678.0,REVISED,Index,37.2,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-11,2022-02-11,Index,,,"[0.9737135063759729, 0.2897109989667065, 0.07942544162187748, 0.73107027299128, 0.8236481121910345, 0.5397983648791806, 0.48807253362269354, 0.06091717685499509, 0.9592390175523889, 0.960646767796536]",complete
PRDA.S1CEE1I,2022.03,578.0,REVISED,Index,37.23,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-12,2022-02-12,Index,,,"[0.6621645126661598, 0.20662935746260525, 0.6543052067366856, 0.8412764302700646, 0.03471820820833749, 0.28149737151841125, 0.12570813327520947, 0.36948353816815793, 0.11115252279476917, 0.06174873681020021]",complete
PRDA.S1CEE1I,2023.03,526.0,PROVISIONAL,Index,37.19,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-13,2022-02-13,Index,,,"[0.5682147759219098, 0.12090164533333947, 0.9384857739344614, 0.6315532122827259, 0.9748351115446499, 0.7369466187803556, 0.43431313607105415, 0.4725576882587671, 0.44262238840670354, 0.7595527504803447]",complete
PRDA.S1CEE1P,1979.03,-1.4,FINAL,Percent,37.22,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-14,2022-02-14,Percentage Change,,,"[0.08487587676614439, 0.27168086358690435, 0.9754626206512799, 0.9257940941395972, 0.4743603567423904, 0.6737320267717924, 0.8653695191275563, 0.5600131465201573, 0.9655912749795973, 0.04332970970388139]",complete
PRDA.S1CEE1P,1980.03,-6.8,FINAL,Percent,37.24,-0.72,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-15,2022-02-15,Percentage Change,,,"[0.6336501740740765, 0.2538298691300146, 0.6667145782193747, 0.21225379535488742, 0.6175539288734916, 0.9759363924704313, 0.22172398313597708, 0.3597144373452643, 0.947780270670835, 0.9839881975902744]",complete
PRDA.S1CEE1P,1981.03,-3.7,FINAL,Percent,37.19,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-16,2022-02-16,Percentage Change,,,"[0.4128849276316787, 0.33685340427201316, 0.3311956104345567, 0.13226106930221238, 0.5117759802221703, 0.8386249937485915, 0.7468527006423431, 0.3987673916532293, 0.6002902667155496, 0.4389220007292258]",complete
PRDA.S1CEE1P,1982.03,2.7,FINAL,Percent,37.22,-0.77,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-17,2022-02-17,Percentage Change,,,"[0.3007371605571444, 0.41743256845627064, 0.9421396191254374, 0.08822879971949871, 0.6181847024749624, 0.6468405575939555, 0.4291592511349681, 0.3415281904045466, 0.9176880154012583, 0.5792425704166368]",complete
PRDA.S1CEE1P,1983.03,0.9,FINAL,Percent,37.19,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-18,2022-02-18,Percentage Change,,,"[0.6970278596735183, 0.19684461378397422, 0.28491314207198704, 0.7332173813021856, 0.31033152244721696, 0.3725683305705463, 0.7987123932492884, 0.6384853254885445, 0.6962846567421108, 0.14057991789364932]",complete
PRDA.S1CEE1P,1984.03,5.6,FINAL,Percent,37.2,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-19,2022-02-19,Percentage Change,,,"[0.4272997904092797, 0.8516890540635581, 0.5281963884754866, 0.9772295485385735, 0.46044656326185185, 0.6510881436742454, 0.7644783099127427, 0.947742450247832, 0.8319534504115095, 0.3131468761196067]",complete
PRDA.S1CEE1P,1985.03,2.8,FINAL,Percent,37.21,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-20,2022-02-20,Percentage Change,,,"[0.3792727643278001, 0.5777443540409601, 0.6760144469358721, 0.726213358530356, 0.8867372723241674, 0.7429063515977151, 0.8697012598292932, 0.23224209799923745, 0.7521455824547554, 0.8811530730675866]",complete
PRDA.S1CEE1P,1986.03,2.0,FINAL,Percent,37.23,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-21,2022-02-21,Percentage Change,,,"[0.3239006825012778, 0.25431662309735836, 0.5885421520286503, 0.5424387477014205, 0.8426538872247077, 0.5442567386462409, 0.8720787328407842, 0.3737093527475237, 0.5566636360273672, 0.8329054830326718]",complete
PRDA.S1CEE1P,1987.03,-6.5,FINAL,Percent,37.18,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-22,2022-02-22,Percentage Change,,,"[0.3269206060453005, 0.3361225209286446, 0.7773196385795412, 0.6617955850656764, 0.02939992493932242, 0.615540698261296, 0.8679789894212901, 0.04678271251313082, 0.535864933602906, 0.7662698283381347]",complete
PRDA.S1CEE1P,1988.03,-4.0,FINAL,Percent,37.22,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-23,2022-02-23,Percentage Change,,,"[0.22099155785837576, 0.38781774761292553, 0.6528530462796314, 0.6240178347532416, 0.3572461925650937, 0.978415015103259, 0.6820259027064999, 0.05240909439253272, 0.5081887496978676, 0.9757671171079031]",complete
PRDA.S1CEE1P,1989.03,-9.7,FINAL,Percent,37.19,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-24,2022-02-24,Percentage Change,,,"[0.5399928318835043, 0.4623370606024112, 0.061005091195852734, 0.06755990554276381, 0.5653250537272143, 0.10909618868373794, 0.9198202785397256, 0.9270056831342308, 0.19071384091091126, 0.7296669280421324]",complete
PRDA.S1CEE1P,1990.03,2.0,FINAL,Percent,37.23,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-25,2022-02-25,Percentage Change,,,"[0.7220035676190589, 0.35469821405137203, 0.7485532759345501, 0.6961685541750837, 0.4093142591048028, 0.37324866973126336, 0.9578476258790466, 0.10410352465356587, 0.5127168420549176, 0.49848563463073414]",complete
PRDA.S1CEE1P,1991.03,-18.9,FINAL,Percent,37.19,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-26,2022-02-26,Percentage Change,,,"[0.9755441064595992, 0.6663704206358855, 0.5549409505768537, 0.2475525508400993, 0.4877484946049786, 0.3711763600534461, 0.8350882505749979, 0.05853277331519424, 0.04248230975823741, 0.43983952604381094]",complete
PRDA.S1CEE1P,1992.03,-16.3,FINAL,Percent,37.23,-0.77,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-27,2022-02-27,Percentage Change,,,"[0.7132006620806243, 0.5487215300522708, 0.581298671080154, 0.27289999457422376, 0.419851671390024, 0.20588218775319822, 0.6019447503636715, 0.9047550155021493, 0.6498825072627195, 0.8154280838672833]",complete
PRDA.S1CEE1P,1993.03,-1.9,FINAL,Percent,37.21,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-02-28,2022-02-28,Percentage Change,,,"[0.6200475249366735, 0.2821541392473761, 0.5941580544487082, 0.9622339371483493, 0.5345887247430762, 0.20137847233325568, 0.11655438454799882, 0.8644768745020677, 0.9398181914475912, 0.5290029185010944]",complete
PRDA.S1CEE1P,1994.03,-0.2,FINAL,Percent,37.21,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-01,2022-03-01,Percentage Change,,,"[0.43714999963230194, 0.5056640863039067, 0.3301815439167879, 0.37635499659345617, 0.5961199571074753, 0.993866027119186, 0.37235886945927343, 0.8736010029363235, 0.04694076199005315, 0.6519744979482517]",complete
PRDA.S1CEE1P,1995.03,5.9,FINAL,Percent,37.23,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-02,2022-03-02,Percentage Change,,,"[0.25303391083346183, 0.9635962381217941, 0.1038067235688912, 0.9005389917397075, 0.9170979942347419, 0.10346815847311208, 0.24028857384900304, 0.6754037597934016, 0.6101861836445466, 0.35043361487807234]",complete
PRDA.S1CEE1P,1996.03,1.9,FINAL,Percent,37.19,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-03,2022-03-03,Percentage Change,,,"[0.09439546314544989, 0.27453099955870774, 0.20144757555335402, 0.12247944135344435, 0.7229044913063104, 0.1655845878178498, 0.7208837254795255, 0.8615549392864356, 0.5196648944711311, 0.8572658687643375]",complete
PRDA.S1CEE1P,1997.03,2.0,FINAL,Percent,37.23,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-04,2022-03-04,Percentage Change,,,"[0.7029547645628358, 0.7337929009555988, 0.7370140385214315, 0.5479701658696918, 0.7016316253834911, 0.39247156080813095, 0.4188500715068466, 0.8833429250666878, 0.7557922581352604, 0.7117630127073725]",complete
PRDA.S1CEE1P,1998.03,0.9,FINAL,Percent,37.21,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-05,2022-03-05,Percentage Change,,,"[0.7020060133641934, 0.02908522116956269, 0.07380660078596013, 0.8652270776547277, 0.046942689047079655, 0.3847914685678089, 0.2805707071221537, 0.8293040644023508, 0.19373201549470076, 0.7789139500159784]",complete
PRDA.S1CEE1P,1999.03,-5.2,FINAL,Percent,37.23,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-06,2022-03-06,Percentage Change,,,"[0.006112096697830305, 0.623205812668027, 0.6294812876446307, 0.8850719951885282, 0.8638571867988091, 0.13299554202190333, 0.7001296535111021, 0.38982909181544234, 0.3306181686060886, 0.9700852461933729]",complete
PRDA.S1CEE1P,2000.03,11.1,FINAL,Percent,37.19,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-07,2022-03-07,Percentage Change,,,"[0.12501639434442846, 0.5443137159573294, 0.7974236829443175, 0.9917499877331004, 0.27924111635408877, 0.024449535825759594, 0.40220866461564386, 0.16941022937192207, 0.15991814567832308, 0.7116414909498601]",complete
PRDA.S1CEE1P,2001.03,-4.7,FINAL,Percent,37.22,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-08,2022-03-08,Percentage Change,,,"[0.773557829905726, 0.6914739108123495, 0.9933590584473572, 0.6250569076127748, 0.5691392915616538, 0.6449669058686833, 0.7274644141521781, 0.22375160130397798, 0.3117993244856373, 0.04903325360336919]",complete
PRDA.S1CEE1P,2002.03,2.3,FINAL,Percent,37.22,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-09,2022-03-09,Percentage Change,,,"[0.9707911663884934, 0.14488153336845222, 0.3449599490815607, 0.14059109410683845, 0.966279953132192, 0.5964755919935458, 0.9491839954346747, 0.7482857839810857, 0.36425571437811455, 0.07747949964315715]",complete
PRDA.S1CEE1P,2003.03,4.5,FINAL,Percent,37.22,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-10,2022-03-10,Percentage Change,,,"[0.07571735306743677, 0.7760792708413629, 0.1522867502167028, 0.4255205427409946, 0.43607382062348377, 0.003818991992537213, 0.38258390763841454, 0.5121263920463519, 0.7021306416091676, 0.37729176556856114]",complete
PRDA.S1CEE1P,2004.03,0.5,FINAL,Percent,37.25,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-11,2022-03-11,Percentage Change,,,"[0.6797022122225929, 0.6259999147423866, 0.7698660269098804, 0.3977709621757274, 0.5483194503799464, 0.590275478803693, 0.4415364344903435, 0.06531362631762738, 0.422856369025603, 0.22806061344648143]",complete
PRDA.S1CEE1P,2005.03,-0.7,FINAL,Percent,37.21,-0.76,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-12,2022-03-12,Percentage Change,,,"[0.5251275567178215, 0.13270714799391525, 0.038021047612507464, 0.1167975650322487, 0.24367423956810907, 0.3368405709569501, 0.0187287078307935, 0.8532114538296808, 0.27892751312103503, 0.5443750043929501]",complete
PRDA.S1CEE1P,2006.03,-5.4,FINAL,Percent,37.23,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-13,2022-03-13,Percentage Change,,,"[0.7271208604457652, 0.9218861837053632, 0.18431103609972777, 0.7398582624538236, 0.847304198538908, 0.8029267592723549, 0.706213104097336, 0.014532084391361777, 0.303864346258077, 0.15499588101441464]",complete
PRDA.S1CEE1P,2007.03,-3.0,FINAL,Percent,37.16,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-14,2022-03-14,Percentage Change,,,"[0.07423398300372774, 0.041199647820556407, 0.466751655014655, 0.7757302554943144, 0.7618076211601477, 0.03930984525372083, 0.022324504704020143, 0.15023860569464675, 0.6842810778096704, 0.14969071510778387]",complete
PRDA.S1CEE1P,2008.03,-0.1,FINAL,Percent,37.16,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-15,2022-03-15,Percentage Change,,,"[0.7316068840241261, 0.19947423740556613, 0.24917490289943311, 0.28937056236062797, 0.8621821152772063, 0.7137102697707484, 0.566242535592683, 0.7315050301905572, 0.23117054258512537, 0.4715607262245525]",complete
PRDA.S1CEE1P,2009.03,-7.9,FINAL,Percent,37.16,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-16,2022-03-16,Percentage Change,,,"[0.6622973038807498, 0.8610418430679398, 0.3072285492442344, 0.6392366495142312, 0.9469717788846613, 0.5297963686189301, 0.11088717178441654, 0.020486415463080165, 0.7173354606501957, 0.15024450599140182]",complete
PRDA.S1CEE1P,2010.03,3.0,FINAL,Percent,37.16,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-17,2022-03-17,Percentage Change,,,"[0.8189072558666952, 0.9041577769361399, 0.564997764354972, 0.4862517921121766, 0.4129179832429778, 0.5673703956895862, 0.5708953511969903, 0.3684205630200861, 0.8340127446199959, 0.7134533564384147]",complete
PRDA.S1CEE1P,2011.03,2.6,FINAL,Percent,37.15,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-18,2022-03-18,Percentage Change,,,"[0.6850235384311645, 0.4512936117929951, 0.8105107433874724, 0.9921976547346691, 0.84151450469369, 0.5673813023139253, 0.8472882954774135, 0.3906150997111649, 0.5946608848300908, 0.6530623565236309]",complete
PRDA.S1CEE1P,2012.03,-1.1,FINAL,Percent,37.14,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-19,2022-03-19,Percentage Change,,,"[0.5583424900775976, 0.9849972871565237, 0.10728149597179015, 0.3077918337917004, 0.9066072440524005, 0.06795786313491425, 0.6884978604667878, 0.3032750456307861, 0.301461981921623, 0.9764146534387376]",complete
PRDA.S1CEE1P,2013.03,0.9,FINAL,Percent,37.14,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-20,2022-03-20,Percentage Change,,,"[0.785797560388584, 0.6789360822341696, 0.528973060853696, 0.6306734921305005, 0.850654073765352, 0.09248150067475758, 0.3346807825974254, 0.1812043521319382, 0.012188261212388252, 0.8461345605500603]",complete
PRDA.S1CEE1P,2014.03,0.7,FINAL,Percent,37.12,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-21,2022-03-21,Percentage Change,,,"[0.6218994925890494, 0.9834317958743413, 0.51776185813439, 0.3832203618383535, 0.4467272178597783, 0.7704148957615051, 0.18172883954744956, 0.825174816936499, 0.7308958041638066, 0.43570887237658606]",complete
PRDA.S1CEE1P,2015.03,4.6,FINAL,Percent,37.12,-0.67,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-22,2022-03-22,Percentage Change,,,"[0.6521201176001002, 0.5694463393171275, 0.16429750319999492, 0.17002420418073272, 0.4797309408470749, 0.501147609219852, 0.13702023616107817, 0.2625049174134435, 0.8549710455431867, 0.03034375744716611]",complete
PRDA.S1CEE1P,2016.03,1.3,FINAL,Percent,37.11,-0.67,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-23,2022-03-23,Percentage Change,,,"[0.36791336152559084, 0.7211093998446172, 0.3516305179751976, 0.6172642117298798, 0.9678203679309905, 0.7347705961119494, 0.9287322949638122, 0.6321649823375743, 0.1616201824958, 0.800760766138316]",complete
PRDA.S1CEE1P,2017.03,2.0,FINAL,Percent,37.12,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-24,2022-03-24,Percentage Change,,,"[0.19743248590148588, 0.40884956972265785, 0.08429268663954526, 0.664624291459602, 0.5903267986157307, 0.7573499880313964, 0.2254905273545884, 0.9515510964855086, 0.08544477570338715, 0.07818217807002426]",complete
PRDA.S1CEE1P,2018.03,2.3,FINAL,Percent,37.12,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-25,2022-03-25,Percentage Change,,,"[0.996921569186857, 0.5137997023949877, 0.37124576566607126, 0.3539510289489254, 0.5912752022990331, 0.1505049651255892, 0.5623414442625738, 0.025219016837761066, 0.005906025589792696, 0.6251068958471953]",complete
PRDA.S1CEE1P,2019.03,-0.2,FINAL,Percent,37.12,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-26,2022-03-26,Percentage Change,,,"[0.8889977015996102, 0.1973196971822323, 0.625425315449889, 0.4243395557819466, 0.940662594440805, 0.3167435235264707, 0.0965468967263371, 0.05531410498141509, 0.7480027464991318, 0.036562812984897386]",complete
PRDA.S1CEE1P,2020.03,0.5,REVISED,Percent,37.11,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-27,2022-03-27,Percentage Change,,,"[0.8159982631959201, 0.773103361547959, 0.0030275453662446106, 0.7090245291705597, 0.5618660033559892, 0.2119824339558548, 0.6646700229560002, 0.6271118613344073, 0.6220417310030214, 0.008459286982290815]",complete
PRDA.S1CEE1P,2021.03,3.1,REVISED,Percent,37.1,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-28,2022-03-28,Percentage Change,,,"[0.3572151699640531, 0.3484721519908708, 0.640789329305254, 0.16221655187829753, 0.8153399964653597, 0.43895559635183246, 0.24057996960363015, 0.458279262456622, 0.9110589112366487, 0.07220963138362946]",complete
PRDA.S1CEE1P,2022.03,-14.8,REVISED,Percent,37.1,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-29,2022-03-29,Percentage Change,,,"[0.43920304871044036, 0.752294810412131, 0.10787435354102326, 0.9148631929347535, 0.5619982791358368, 0.8243603167643194, 0.38264391043106594, 0.5384730502451331, 0.4690631670112453, 0.10045818617367452]",complete
PRDA.S1CEE1P,2023.03,-9.0,PROVISIONAL,Percent,37.1,-0.75,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Construction,training,2021-03-30,2022-03-30,Percentage Change,,,"[0.27243620057856144, 0.8393988822499173, 0.384388565469146, 0.12375534488008222, 0.9870754892800995, 0.7144247332166445, 0.2559473274103796, 0.29585645632770263, 0.4067945061491638, 0.697917732334635]",complete
PRDA.S1CFF1I,1978.03,1000.0,FINAL,Index,37.1,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-03-31,2022-03-31,Index,,,"[0.2542002791535731, 0.323518377192864, 0.5678735983912279, 0.395218698354757, 0.24975538588101065, 0.39850419119675196, 0.6537751116337479, 0.6540697658159925, 0.26603031678141076, 0.9473082840555168]",complete
PRDA.S1CFF1I,1979.03,1009.0,FINAL,Index,37.09,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-01,2022-04-01,Index,,,"[0.5629472212048608, 0.09443475010604452, 0.5720676738662387, 0.24197554286506306, 0.6968791367196451, 0.8407542315138734, 0.30546838842004953, 0.17889132315406375, 0.8001110505632226, 0.6181234044354244]",complete
PRDA.S1CFF1I,1980.03,978.0,FINAL,Index,37.09,-0.74,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-02,2022-04-02,Index,,,"[0.5540873788536287, 0.8607073198502722, 0.2835329707738543, 0.13743245990162112, 0.30073446007905635, 0.3634899308868059, 0.79251432837481, 0.19693799593887673, 0.28180527784604037, 0.45062047879965816]",complete
PRDA.S1CFF1I,1981.03,964.0,FINAL,Index,37.09,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-03,2022-04-03,Index,,,"[0.6054542852191709, 0.670958724928963, 0.36693236391890205, 0.7041421658969684, 0.07818009676661297, 0.9992681912165582, 0.6900007848494204, 0.6662437360502645, 0.5555855333367682, 0.6998666498324906]",complete
PRDA.S1CFF1I,1982.03,1028.0,FINAL,Index,37.09,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-04,2022-04-04,Index,,,"[0.3930769397996198, 0.3645951850649185, 0.13709484043487707, 0.8490539894723608, 0.37778499336236604, 0.4246677961097537, 0.31074073214003894, 0.19176130797264312, 0.6361313024085128, 0.4468216173488383]",complete
PRDA.S1CFF1I,1983.03,976.0,FINAL,Index,37.07,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-05,2022-04-05,Index,,,"[0.673757603959548, 0.19356928217598346, 0.8303311845528021, 0.5250286180846966, 0.41767168180873004, 0.24593650425661107, 0.2544567359260468, 0.14316334455504265, 0.9343822900739216, 0.27486982005313254]",complete
PRDA.S1CFF1I,1984.03,934.0,FINAL,Index,37.07,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-06,2022-04-06,Index,,,"[0.90472856842594, 0.9661123878350988, 0.7815887549527062, 0.6408521789941362, 0.7771780184767115, 0.49075733080365824, 0.36385953927132564, 0.72185516739447, 0.4225449494713419, 0.7711711433506236]",complete
PRDA.S1CFF1I,1985.03,846.0,FINAL,Index,37.06,-0.73,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade,training,2021-04-07,2022-04-07,Index,,,"[0.22002130458141078, 0.3174812425325937, 0.5027578352931986, 0.44490375309541663, 0.9481396793966342, 0.8627566543778844, 0.32536397982931986, 0.7192894732701176, 0.9252952732715142, 0.47057242041949254]",complete
